,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,other,No.,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
518,CHICAGO LAWN,Nature.,face_to_face,9,18.0,78.33333333333333,41.771300419999996,2.0,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.00032357805421730066
519,CHICAGO LAWN,Performance.,face_to_face,1,200.0,99.0,41.77050018,200.0,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.0035953117135255628
520,CHICAGO LAWN,Reading & Writing.,face_to_face,56,3084.0,19.714285714285715,41.78282138482142,55.07142857142857,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.05543970662256418
521,CHICAGO LAWN,Reading & Writing.,online,3,1849.0,99.0,,616.3333333333334,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.03323865679154383
522,CHICAGO LAWN,Science ,face_to_face,35,1350.0,89.74285714285715,41.781986782857146,38.57142857142857,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.02426835406629755
523,CHICAGO LAWN,Sports + Wellness.,face_to_face,256,6198.0,39.40234375,41.76977330226581,24.2109375,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.11141871000215718
524,CHICAGO LAWN,Sports + Wellness.,online,13,195.0,99.0,41.77054596,15.0,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.0035054289206874235
525,CHICAGO LAWN,Work + Career ,face_to_face,1,0.0,24.0,41.77050018,0.0,55628,37779,0.452,0.493,0.043,0.003,0.009,66,4.30%,20.40%,17.00%,25.30%,39.90%,"$17,620 ",60.0,0.0
526,CLEARING,Academic Support,face_to_face,46,489.0,5.934782608695652,41.781373896521735,10.630434782608695,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.021133151821599895
527,CLEARING,Building & Fixing Things,face_to_face,4,42.0,32.25,41.77650070000001,10.5,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.0018151173343705432
528,CLEARING,Food.,face_to_face,7,79.0,5.857142857142857,41.781845638571426,11.285714285714286,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.0034141492717922124
529,CLEARING,Helping Your Community.,face_to_face,1,0.0,99.0,,0.0,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.0
530,CLEARING,Managing Money.,face_to_face,11,3837.0,99.0,41.7764930709091,348.8181818181818,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.16582393361856607
531,CLEARING,Music & Art.,face_to_face,251,21941.0,41.223107569721115,41.78055409836646,87.41434262948208,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.9482259388910498
532,CLEARING,Music & Art.,online,5,80.0,11.6,41.781703189999995,16.0,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.003457366351181987
533,CLEARING,Nature.,face_to_face,22,219.0,55.22727272727273,41.78356465636363,9.954545454545455,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.00946454038636069
534,CLEARING,Performance.,face_to_face,34,2428.0,43.55882352941177,41.77932065941177,71.41176470588235,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.10493106875837331
535,CLEARING,Reading & Writing.,face_to_face,66,7694.0,33.36363636363637,41.79084361621216,116.57575757575758,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.3325122088249276
536,CLEARING,Reading & Writing.,online,4,72.0,99.0,,18.0,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.0031116297160637884
537,CLEARING,Science ,face_to_face,13,534.0,71.46153846153847,41.77882326538462,41.07692307692308,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.023077920394139764
538,CLEARING,Science ,online,2,20.0,13.0,41.77967835,10.0,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.0008643415877954968
539,CLEARING,Social Studies ,face_to_face,10,207.0,99.0,41.77649650400001,20.7,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.008945935433683392
540,CLEARING,Sports + Wellness.,face_to_face,451,9771.0,22.235033259423503,41.78188527922395,21.665188470066518,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.42227408271748995
541,CLEARING,Sports + Wellness.,online,7,142.0,47.57142857142857,41.78401729285714,20.285714285714285,23139,54123,0.453,0.012,0.515,0.009,0.01,64,2.20%,9.00%,10.60%,12.20%,35.90%,"$27,582 ",39.4,0.006136825273348027
542,DUNNING,Academic Support,face_to_face,18,270.0,16.055555555555557,41.94541719277779,15.0,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.006438996470476009
543,DUNNING,Academic Support,online,1,20.0,99.0,41.94535065,20.0,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.0004769627015167414
544,DUNNING,Building & Fixing Things,face_to_face,62,422.0,28.306451612903224,41.949178636290306,6.806451612903226,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.010063913002003244
545,DUNNING,Healthcare,face_to_face,1,0.0,12.0,41.94329834,0.0,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.0
546,DUNNING,Helping Your Community.,online,1,12.0,13.0,41.95239258,12.0,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.0002861776209100448
547,DUNNING,Managing Money.,face_to_face,4,2063.0,99.0,41.9432964325,515.75,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.049198702661451876
548,DUNNING,Music & Art.,face_to_face,231,208456.0,36.8051948051948,41.94396510316021,902.4069264069265,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,4.9712868453686925
549,DUNNING,Music & Art.,online,8,1931.0,78.75,41.94535065,241.375,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.046050748831441383
550,DUNNING,Nature.,face_to_face,25,330.0,91.56,41.945423583600025,13.2,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.007869884575026232
551,DUNNING,Performance.,face_to_face,1,10.0,6.0,41.94369888,10.0,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.0002384813507583707
552,DUNNING,Reading & Writing.,face_to_face,83,3542.0,65.18072289156626,41.94307667373494,42.674698795180724,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.0844700944386149
553,DUNNING,Science ,face_to_face,15,321.0,20.333333333333332,41.94525248200001,21.4,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.007655251359343699
554,DUNNING,Social Studies ,face_to_face,2,198.0,99.0,41.94329834,99.0,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.00472193074501574
555,DUNNING,Sports + Wellness.,face_to_face,630,11881.0,26.998412698412697,41.946759555206526,18.858730158730157,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.28333969283602023
556,DUNNING,Sports + Wellness.,online,33,562.0,64.27272727272727,41.9462684890909,17.03030303030303,41932,61584,0.238,0.007,0.704,0.038,0.013,17,2.30%,8.70%,4.40%,10.80%,36.30%,"$33,823 ",34.5,0.013402651912620434
557,EAST SIDE,Academic Support,face_to_face,33,10576.0,26.87878787878788,41.69799261424244,320.4848484848485,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.4589879350750803
558,EAST SIDE,Building & Fixing Things,face_to_face,18,246.0,67.55555555555556,41.715335633888884,13.666666666666666,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.010676156583629894
559,EAST SIDE,Music & Art.,face_to_face,141,47882.0,41.46099290780142,41.70564429829781,339.5886524822695,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,2.0780314208836037
560,EAST SIDE,Music & Art.,online,2,20.0,7.5,41.701393125,10.0,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.0008679802100512109
561,EAST SIDE,Nature.,face_to_face,18,472.0,64.77777777777777,41.704746458888884,26.22222222222222,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.020484332957208577
562,EAST SIDE,Performance.,face_to_face,6,600.0,68.0,41.71533330333333,100.0,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.026039406301536325
563,EAST SIDE,Reading & Writing.,face_to_face,46,5293.0,32.04347826086956,41.70287770999998,115.06521739130434,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.22971096259005294
564,EAST SIDE,Reading & Writing.,online,1,10.0,6.0,41.68494415,10.0,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.00043399010502560544
565,EAST SIDE,Sports + Wellness.,face_to_face,510,7458.0,25.109803921568627,41.708547921470554,14.623529411764705,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.32366982032809655
566,EAST SIDE,Sports + Wellness.,online,6,67.0,70.5,41.695910133333335,11.166666666666666,23042,41196,0.784,0.034,0.172,0.002,0.007,52,3.60%,13.70%,8.10%,27.60%,41.60%,"$21,929 ",52.5,0.0029077337036715564
567,EDGEWATER,Academic Support,face_to_face,28,727.0,17.678571428571427,41.99165085285715,25.964285714285715,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.012862475893915535
568,EDGEWATER,Academic Support,online,1,1813.0,99.0,,1813.0,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.03207657330903558
569,EDGEWATER,Building & Fixing Things,face_to_face,6,539.0,57.333333333333336,41.993148168333335,89.83333333333333,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.009536278551334902
570,EDGEWATER,Computers.,face_to_face,6,1904.0,41.166666666666664,41.991176605,317.3333333333333,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.03368659436315705
571,EDGEWATER,Digital Media.,face_to_face,11,70.0,91.9090909090909,41.98971869545455,6.363636363636363,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.0012384777339395977
572,EDGEWATER,Digital Media.,online,4,60.0,99.0,41.99486542,15.0,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.001061552343376798
573,EDGEWATER,Helping Your Community.,face_to_face,2,19.0,16.5,41.99489975,9.5,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.00033615824206931937
574,EDGEWATER,Managing Money.,face_to_face,1,0.0,99.0,41.99115372,0.0,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.0
575,EDGEWATER,Music & Art.,face_to_face,390,6812110.0,64.65641025641025,41.99033016197431,17466.94871794872,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,120.52352223067533
576,EDGEWATER,Music & Art.,online,59,939.0,64.11864406779661,41.993911745423695,15.915254237288135,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.01661329417384689
577,EDGEWATER,Nature.,face_to_face,13,72.0,49.53846153846154,41.99489710923077,5.538461538461538,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.0012738628120521577
578,EDGEWATER,Nature.,online,4,80.0,6.0,41.99486542,20.0,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.0014154031245023973
579,EDGEWATER,Performance.,face_to_face,35,1015.0,43.857142857142854,41.99439490228574,29.0,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.017957927142124165
580,EDGEWATER,Performance.,online,13,210.0,43.0,41.99486542,16.153846153846153,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.003715433201818793
581,EDGEWATER,Reading & Writing.,face_to_face,95,2306.0,31.68421052631579,41.98898560315792,24.273684210526316,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.0407989950637816
582,EDGEWATER,Reading & Writing.,online,15,1972.0,68.73333333333333,41.99460029857143,131.46666666666667,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.034889687018984095
583,EDGEWATER,Science ,face_to_face,22,2564.0,9.454545454545455,41.991881977727296,116.54545454545455,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.045363670140301834
584,EDGEWATER,Science ,online,1,20.0,6.0,41.99486542,20.0,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.0003538507811255993
585,EDGEWATER,Sports + Wellness.,face_to_face,362,6106.0,25.505524861878452,41.98920415279002,16.867403314917127,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.10803064347764547
586,EDGEWATER,Sports + Wellness.,online,46,910.0,80.47826086956522,41.98982885695652,19.782608695652176,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.01610021054121477
587,EDGEWATER,Work + Career ,face_to_face,1,0.0,24.0,41.86694336,0.0,56521,43331,0.165,0.143,0.547,0.116,0.029,77,4.20%,15.10%,5.50%,9.20%,26.10%,"$42,486 ",32.6,0.0
588,EDISON PARK,Academic Support,face_to_face,29,355.0,5.310344827586207,42.004216951034486,12.241379310344827,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.0317332618217574
589,EDISON PARK,Academic Support,online,2,40.0,6.0,42.00404739,20.0,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.003575578796817735
590,EDISON PARK,Building & Fixing Things,face_to_face,4,55.0,11.25,42.00400162,13.75,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.004916420845624385
591,EDISON PARK,Healthcare,face_to_face,2,20.0,52.5,42.001701354999994,10.0,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.0017877893984088674
592,EDISON PARK,Helping Your Community.,face_to_face,2,36.0,17.0,41.99940109,18.0,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.003218020917135961
593,EDISON PARK,Music & Art.,face_to_face,295,3493.0,24.942372881355933,42.00226239983077,11.840677966101694,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.31223741843210867
594,EDISON PARK,Music & Art.,online,46,699.0,29.869565217391305,42.00007256086954,15.195652173913043,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.06248323947438992
595,EDISON PARK,Nature.,face_to_face,14,86.0,45.785714285714285,42.003190177142855,6.142857142857143,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.00768749441315813
596,EDISON PARK,Nature.,online,3,57.0,6.333333333333333,42.00404739,19.0,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.005095199785465273
597,EDISON PARK,Reading & Writing.,face_to_face,10,46.0,61.3,42.001940917,4.6,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.004111915616340395
598,EDISON PARK,Reading & Writing.,online,3,55.0,6.0,42.00404739,18.333333333333332,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.004916420845624385
599,EDISON PARK,Science ,face_to_face,26,285.0,9.961538461538462,42.00374794076924,10.961538461538462,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.02547599892732636
600,EDISON PARK,Science ,online,6,115.0,6.166666666666667,42.00404738999999,19.166666666666668,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.010279789040850989
601,EDISON PARK,Sports + Wellness.,face_to_face,388,10086.0,23.278350515463917,42.00484379113431,25.99484536082474,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.9015821936175918
602,EDISON PARK,Sports + Wellness.,online,4,70.0,76.0,42.000531195,17.5,11187,77678,0.078,0.003,0.884,0.024,0.012,9,0.10%,5.10%,1.80%,4.30%,36.50%,"$61,124 ",20.7,0.006257262894431036
603,ENGLEWOOD,Academic Support,face_to_face,17,195.0,12.588235294117647,41.778574704375,11.470588235294118,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.006361323155216285
604,ENGLEWOOD,Building & Fixing Things,face_to_face,1,16.0,20.0,41.76676941,16.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0005219547204280029
605,ENGLEWOOD,Computers.,face_to_face,4,16.0,21.75,41.770212175,4.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0005219547204280029
606,ENGLEWOOD,Food.,face_to_face,13,0.0,18.076923076923077,41.78096478230769,0.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0
607,ENGLEWOOD,Healthcare,face_to_face,9,0.0,18.0,41.7820015,0.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0
608,ENGLEWOOD,Helping Your Community.,face_to_face,9,69.0,24.88888888888889,41.77749082666667,7.666666666666667,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0022509297318457624
609,ENGLEWOOD,Music & Art.,face_to_face,112,10948.0,47.0,41.77969026633936,97.75,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.35714751745286094
610,ENGLEWOOD,Music & Art.,online,2,20.0,13.0,41.782732010000004,10.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0006524434005350035
611,ENGLEWOOD,Nature.,face_to_face,15,270.0,58.93333333333333,41.78091049000001,18.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.008807985907222548
612,ENGLEWOOD,Performance.,face_to_face,3,6110.0,60.333333333333336,41.768948873333336,2036.6666666666667,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.1993214588634436
613,ENGLEWOOD,Reading & Writing.,face_to_face,12,149.0,63.416666666666664,41.771348635,12.416666666666666,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.004860703333985777
614,ENGLEWOOD,Reading & Writing.,online,3,27.0,7.666666666666667,41.76278687,9.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0008807985907222549
615,ENGLEWOOD,Social Studies ,face_to_face,9,450.0,99.0,41.78199980222223,50.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.014679976512037582
616,ENGLEWOOD,Sports + Wellness.,face_to_face,187,2576.0,35.588235294117645,41.77746947069526,13.775401069518717,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.08403470998890847
617,ENGLEWOOD,Sports + Wellness.,online,7,93.0,36.57142857142857,41.77470670571429,13.285714285714286,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.003033861812487767
618,ENGLEWOOD,Work + Career ,face_to_face,2,0.0,20.0,41.77984619,0.0,30654,19743,0.011,0.974,0.003,0.001,0.011,68,1.40%,39.70%,24.90%,23.70%,42.70%,"$15,034 ",68.2,0.0
619,FOREST GLEN,Academic Support,face_to_face,13,162.0,6.923076923076923,41.991568051538465,12.461538461538462,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.008752971687918738
620,FOREST GLEN,Academic Support,online,1,1813.0,99.0,,1813.0,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.09795763993948563
621,FOREST GLEN,Building & Fixing Things,face_to_face,7,72.0,36.714285714285715,41.99059677,10.285714285714286,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.0038902096390749947
622,FOREST GLEN,Computers.,face_to_face,1,18.0,99.0,41.87630081,18.0,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.0009725524097687487
623,FOREST GLEN,Healthcare,face_to_face,1,10.0,99.0,41.99961472,10.0,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.0005403068943159715
624,FOREST GLEN,Managing Money.,face_to_face,1,18.0,99.0,41.99710083,18.0,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.0009725524097687487
625,FOREST GLEN,Music & Art.,face_to_face,120,17329.0,30.075,41.98791068283334,144.40833333333333,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.9362978171601469
626,FOREST GLEN,Nature.,face_to_face,2,0.0,99.0,41.98799896,0.0,18508,87394,0.115,0.007,0.746,0.107,0.024,12,1.10%,5.60%,4.90%,5.40%,42.50%,"$59,039 ",28.1,0.0
